sentence,Is not valid,Annotations,Paper's Tags,Predicted Tags
مردان مسلح کارگر مزرعه را به قصد کشتن کتک می زدند طوری که او روی زمین افتاد و بیهوش شد,,,B-NP I-NP B-NP I-NP O O B-NP I-NP O O O O O B-NP O B-NP O O O O,B I I I I I I I I I I I I I I I I I I I
البته ممکن است بسیاری از متقاضیان تا روزهای اخر مهلت پذیره نویسی صندوق برای بررسی وضعیت بیشتر بازار صبر و درصورت ادامه روند صعودی اقدام به پذیره نویسی کنند با این حال یک کارشناس بازار سرمایه به سهامداران توصیه کرد اقدام به خرید پالایشی یکم کنند,,,O O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP B-NP I-NP I-NP I-NP O O B-NP I-NP B-NP I-NP I-NP I-NP O B-NP O O B-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
""" گزارش معاملات امروز بازار سهام برخلاف دیروز با روند منفی اغاز به کار کرد اما در این میان به نظر می رسد شورای عالی بورس برنامه های جدیدی برای بازار سرمایه داشته باشد",,,O B-NP B-NP I-NP I-NP I-NP O O O B-NP I-NP O O O O O O O O O O O O B-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
"برخی از انها گفته اند "" عادلانه نیست که دولت جدید سودان درگیر اقدامات دیکتاتور سابق باشد که سرنگون شد",,,B-NP I-NP I-NP O O O O O O B-NP I-NP I-NP B-NP I-NP I-NP I-NP O O O O,B I I I I B I I I I I I I I I I I I I I
اقتصاد ژاپن که پیشتر به دلیل کرونا و کاهش تقاضای واردات در سطح جهان با مشک زیادی مواجه شده بود از درامدهای برگزاری المپیک نیز برای امسال محروم شد و اگرچه وضعیت بازار کار ان کماکان در سطح نیرومندی قرار دارد اما ممکن است به تدریج و با تداوم روند فعلی عرصه بر سیاستگذاران این کشور تنگ شود به ویژه حالا که ابه به دلیل بیماری از سمت خود کناره گیری کرد,,,B-NP I-NP O O O O B-NP O B-NP I-NP I-NP O B-NP I-NP O B-NP I-NP O O O O B-NP I-NP I-NP O O O O O O O B-NP I-NP I-NP I-NP O O B-NP I-NP O O O O O O O O O B-NP I-NP I-NP O O B-NP I-NP I-NP O O O O O O B-NP O O B-NP O B-NP I-NP O O O,B I B I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
سلامت بازار اولویت اول نهاد ناظر با تاکید بر تلاش سازمان برای حفظ سلامت بازار سرمایه گفت سال جاری بازار سرمایه رونق خوبی داشت و تلاش ما برای حفظ سلامت بازار سرمایه دو چندان شد,,,B-NP I-NP B-NP I-NP I-NP I-NP O B-NP O B-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP B-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I B I I I I I I I I B I I I I I I I
ما معتقد نیستیم كه دولت مسيول هدایت مردم است باید فضا برای زندگی سالم اماده باشد ولی مسيول نیستیم حتی مردم را به یك روش خاص از زندگی هدایت كنیم,,,B-NP O O O B-NP O B-NP I-NP O O B-NP O B-NP I-NP O O O O O O B-NP O O B-NP I-NP I-NP I-NP I-NP O O,B B I I I I I I I I I I I I I I I I I I I I I I I I I I I I
ريیس قوه قضاییه با اشاره به وظایف بانک ها در حمایت از چرخه تولید از عدم اجرای تعهدات بانک های دولتی نسبت به رونق کارخانه های تملیکی توسط این بانک ها که منجر به توقف در چرخه تولید کشور شده انتقاد و تاکید کرد هیچ توجیه و عذر و بهانه ای برای تعطیل یا نیمه تعطیل شدن واحدهای تولیدی تملیکی بانک ها قابل قبول نیست,,,B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I B I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I
"پکن از سال 2016 که تسای به قدرت رسید فشار دیپلماتیک نظامی و اقتصادی بر تایوان وارد اورده زیرا او این ایده را که تایلند بخشی از "" چین است رد می کند",,,B-NP O B-NP I-NP O B-NP O B-NP O B-NP I-NP I-NP I-NP I-NP O B-NP O O O B-NP B-NP I-NP O O B-NP B-NP I-NP I-NP I-NP O O O O,B I B B I I I I I I I I I I I I I I I I I I I I I I I B I I I I I
هر گرم طلای 18 امروز در بازار یک میلیون و 93 هزار و 400 تومان بود,,,O O B-NP I-NP O O B-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I B I I I I I I I I I I I I
""" جمعه موقت تهران گفت هیچ کشوری با شعار به هیچ جا نمی رسد",,,O O O O O B-NP I-NP O B-NP O B-NP I-NP O O,B I I I I I I I I I I I I I
* البته منظور ما شخصیت حقیقی وی است,,,O O B-NP I-NP B-NP I-NP I-NP O,B I I I I I I I
میزان تولید فولاد هند نیز به عنوان دومین تولیدکننده بزرگ جهان در ماه اوریل 64 درصد افت نشان داد,,,B-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I
بیشتر شاخصهای بورسی در اروپا ریزش کردند,,,B-NP I-NP I-NP O B-NP O O,B I I I I I I
به گزارش بانک مرکزی با صدور بخشنامه ای به تمامی بانک ها و موسسات اعتباری پیرو بخشنامه قبلی با موضوع ابلاغ سقف نرخ سود علی الحساب سپرده های سرمایه گذاری مدت دار با تاکید بر اینکه نرخ های مذکور در بخشنامه یاد شده حداکثر نرخ سود علی الحساب سپرده های سرمایه گذاری مدت دار است اعلام کرد که شورای پول و اعتبار در یک هزار و دویست و نود و نهمین جلسه خود در خصوص نرخ سود سپرده های سرمایه گذاری مدت دار در صورت برداشت قبل از سررسید مقرر نمود که نرخ سود علی الحساب سپرده های سرمایه گذاری مدت دار که قبل از سررسید برداشته شوند معادل نرخ سود علی الحساب سپرده سرمایه گذاری متناظر با دوره ماندگاری ان با کسر نیم درصد خواهد بود,,,O B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I B I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I
این در حالی بود که شواهد دال برگن این مرد جوان بود,,,B-NP O O O O B-NP O O B-NP I-NP I-NP O,B I I I I I I I I I I I
"شرکت "" می گوید این گواهی سلامت دیجیتال پس از یک دوره زمانی منقضی می شود که مدت ان بستگی به سازمان هایی دارد که برنامه را می پذیرند",,,B-NP I-NP O O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O O O O B-NP I-NP B-NP I-NP I-NP I-NP O O B-NP O O O,B B B I I I I I I I I I I I I I I I I I I I I I I I I I I
وارن پاتر تحلیلگر ای ان جی در یادداشتی نوشت انتظارات برای نرخهای بهره اندک در امریکا و ادامه ضعف شاخص دلار امریکا فضای مساعدی را برای فلزات ارزشمند به خصوص طلا فراهم می کنند,,,B-NP I-NP I-NP I-NP I-NP I-NP O B-NP O B-NP O B-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP B-NP I-NP O O B-NP I-NP O O B-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
یک نفر باید بزرگی کند باید از این کری خوانی ها و جرز های سخیف و مقاومت در مقابل پذیرش شکست یک قدم جلوتر بگذارد,,,B-NP I-NP O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I
به بیان ان ها «یافته های حاصل از این مطالعه نشان می دهند که شیوع بیماری کو توانسته است بر مولفه های شغلی تاثیرگذار بوده است بنابراین می تواند پیامدهای روان شناختی مهم و تاثیرگذاری بر جامعه شغلی تحمیل نماید»,,,O B-NP I-NP B-NP B-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP O O O B-NP I-NP I-NP O O O O O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
وی درباره شیوع کرونا در تهران هم خاطرنشان کرد تهران در حال حاضر وضعیت مناسبی ندارد و همچنان در وضعیت قرمز است,,,O O B-NP I-NP O B-NP O O O B-NP O O O B-NP I-NP O O O O B-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I
مجمع عمومی عادی به طور فوق العاده بانک شهر برای سال ( مالی منتهی به 29 اسفند ماه 98 با حضور حداکثری سهامداران و با رعایت ضوابط بهداشتی ابلاغی برگزار شد,,,B-NP I-NP I-NP O O O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O O,B I I I I I I I I I I B B I I B I I B I I I I I I I I I I I I
گاهی خانواده می گویند حالا که قاتل پیدا شده قصد قصاص او را داریم,,,O B-NP O O O O B-NP O O B-NP I-NP I-NP O O,B I I I I I I I B I I I I I
صکوک اجاره هزار میلیارد تومانی هلدینگ بورسی پارسان با سود 16 درصدی دوشنبه این هفته در بورس تهران عرضه و پذیره نویسی می شود,,,O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP O O O O O O,B I I I I I I I I I B I I I I I I I I I I I I I
نمای شهر کابل پایتخت افغانستان گزارش یورو نیوز پل اور محقق 77 ساله که در حال تحقیق برای کتابش درباره مردم افغانستان بود در سال 2014 نزدیک شهر خوست در مرز افغانستان و پاکستان ناپدید شد,,,B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
نتایج این مطالعه نشان داد که شیوع بیماری کو اثرات منفی بسیاری را بر مولفه های روان شناختی جامعه شغلی همچون سبک زندگی و فرسودگی شغلی تحمیل کرده است,,,B-NP I-NP I-NP O O O B-NP I-NP I-NP B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I
وی گفت در این شرایط باتوجه به اینکه بیشتر فشار بر بیمارستان شهدای خلیج فارس بعنوان بیمارستان اصلی و بیمارستان شهید گنجی است می طلبد سایر بیمارستان های استان با تمام ظرفیت به خدمت گرفته شوند,,,O O O B-NP I-NP O O O B-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP O B-NP I-NP O O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
به عقیده من بزرگ ترین اصلاحات این است که باید به مصونیت پایان داده شود,,,O B-NP I-NP B-NP I-NP I-NP B-NP O O O O B-NP O O O,B I I B I I I I I I I I I I I
* یعنی فكر می كنید اینك در مسیر طبیعی خود قرار نداریم,,,O O O O O O O B-NP I-NP I-NP O O,B I I I I I I I I I I I
گزارش یونیسف بر اساس داده های 100 کشور از امکان دسترسی به رادیو تلویزیون و اینترنت در دوران تعطیلی مدارس تهیه شده است,,,B-NP I-NP O O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I B I
از موضوع عدالت كه بگذریم در حال ایجاد انتظاراتی غیر واقعی از دولت هستیم كه این خود محكوم به شكست است و كشور را هم محكوم به شكست می كند,,,O B-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-NP O O B-NP O O B-NP O O O O B-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
وی همچنین با تاکید بر عملکرد منطقی سهام داران عمده در افت و خیزهای بازار افزود همواره انتظار می رود که این سهام داران با هیجان و رفتار غیر منطقی عمل نکنند,,,B-NP O O B-NP O B-NP I-NP I-NP I-NP I-NP O B-NP O B-NP I-NP O O O O O O B-NP I-NP I-NP O B-NP O B-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
35 واحد بسته شد,,,I-NP I-NP O O,B I I I
او در ادامه صحبت های خود گفت او هرگز در یک لیگ دیگر بازی نکرده است,,,B-NP O B-NP I-NP I-NP I-NP O B-NP O O B-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I
دولت فكر می كند با این نوع ساد ه انگاری می تواند اشتغال بیكاری و یا تورم را حل می كند,,,B-NP O O O O B-NP I-NP I-NP I-NP I-NP O O B-NP B-NP O O B-NP O O O O,B I I I I I I I I I I I I I I I I I I I I
او که نخست می خواست معلم زبان هلندی شود سرانجام تحصیل را رها کرد تا وقت ازادش را صرف نوشتن کند,,,B-NP O O O O B-NP I-NP I-NP O O B-NP O O O O B-NP I-NP O B-NP I-NP O,B B I I I I I I I I I I I I I I I I I I I
هر اونس پلاتین برای تحویل فوری با 0,,,B-NP I-NP I-NP O B-NP I-NP O B-NP,B I I I I I I I
فتحی در پایان تصریح کرد از ابتدای شیوع کرونا تا کنون 13 و 786 نفر از مراکز درمانی ترخیص و خوشبختانه طی 24 ساعت گذشته 69 نفر از مراکز درمانی ترخیص شده اند,,,B-NP O B-NP O O O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O B-NP I-NP O O O O B-NP I-NP I-NP B-NP I-NP O B-NP I-NP O O O,B I I I I I I I I I I B I I I I I I I I I I B I I B I I I I I B I
سرمربی لیورپول زمزمه های پیوستن لیونل مسی به لیورپول را رد کرد,,,B-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I
اما اینجا باشگاه پرسپولیس است و همچنان استوار و محکم به سوی اینده روشن خود همچون سال های اخیر حرکت می کند,,,O O B-NP I-NP O O O O O O O O B-NP I-NP I-NP O B-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I B I I I I
حضور پررنگ سهام داران حقوقی در کوتاه مدت و بلندمدت ضرورت توسعه بازار سرمایه است,,,B-NP I-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I
محمد رضا قدیر روز پنچ شنبه در جلسه ستاد پیشگیری هماهنگی و فرماندهی عملیات پاسخ به بحران در تالار کرامت استانداری قم تعداد حال حاضر بیمار کرونا قم را بین 360 تا 380 تن عنوان کرد و افزود 70 بیمار بدحال نیز در مراکز درمانی خود بستری هستند و روزانه بین سه تا پنج تن بر اثر کرونا جان خود را از دست می دهند,,,B-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP O O B-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP O O O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
اردکانیان ادامه داد هرچه در مدیریت مصرف ایمن تر عمل شود تحریم ها کمتر کارساز خواهد بود,,,B-NP O O O O B-NP I-NP O O O O B-NP I-NP O O O O,B I I I I I I I I I I I I I I I I
* حتی جریان اصلاح طلب كه در مرحله دوم از وی حمایت كردند,,,O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP,B I I I I I I I I I I I I
ريیسی با اشاره به مسيولیت های ستاد مبارزه با قاچاق کالا و ارز در راه اندازی سامانه های الکترونیک تاکید کرد مردم بدانند که دستگاه قضایی اراده جدی برای مبارزه با قاچاق و رسیدگی به پرونده های قاچاق دارد و 100 درصد به تعهدات خود در راه اندازی سامانه های نظارتی مورد نیاز در این زمینه عمل کرده ایم,,,B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O B-NP O O B-NP I-NP B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I
همچنین هزاران هکتار زمین از بین رفته است,,,O B-NP I-NP I-NP O O O O,B I I I I I I I
در نتیجه کسانی که در جایگاه های مدیریتی هستند در گام اول بر اهمیت گردشگری در مشاغل و اعتمادسازی واقف شوند,,,O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP O B-NP O B-NP O O,B I I I I I I I I I I I I I I I I I I I I
به گزارش روابط عمومی اداره کل تبلیغات اسلامی مازندران حجت الاسلام ناصر امیری با تسلیت ایام محرم و فرا رسیدن تاسوعا و عاشورای حسینی با انتقاد از عدم جلوگیری از سفرهای غیر ضروری به استان های شمالی و تصمیم پلیس راه کشور مبنی بر یک طرفه کردن محورهای مواصلاتی استان در روزهای اخیر اظهار کرد متاسفانه این روزها شاهد افزایش چشمگیر سفرهای غیر ضروری و حجم تردد به استان های شمالی هستیم مازندران در وضعیت بحرانی و قرمز در بحث شیوع ویروس کرونا قرار دارد و این روند خلاف سیاست های ابلاغی ستاد وزارت بهداشت و درمان است,,,O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O B-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
پیش بینی می شود تعداد قربانیان و اسیب دیدگان ناشی از این سیل افزایش پیدا کند,,,O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I
قاعدتا اگر بنیاد این روستا را تملک و اهالی را اخراج نماید باید عواید ان را صرف مستضعفان کند,,,O O B-NP B-NP I-NP O O O B-NP O O O O B-NP I-NP O B-NP I-NP O,B I I I I I I I I I I I I I I I I I I
ان ها از افراد حاضر در محل جنایت شهود و حتی اعضای خانواده قربانیان تحقیق می کنند,,,B-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-NP O O B-NP I-NP I-NP O O O,B I B I I I I I I I I I I I I I I
معاون مسکن و ساختمان وزیر راه و شهرسازی اظهار کرد تا پایان شهریور ماه پرداخت تسهیلات به متقاضیان ادامه دارد و باید هرچه سریعتر اقدامات لازم از جمله بارگذاری اطلاعات و مدارک در سایت ها انجام شود,,,B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP B-NP I-NP O B-NP O O O O O O B-NP I-NP O O B-NP I-NP I-NP I-NP O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I
شیوع ویروس کرونا از زمستان گذشته باعث شده زندگی و معاش 120 میلیون نفر در بخش گردشگری به خطر بیفتد,,,B-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O O,B I I I I I I B I I I I I I I I I I I I
شاخصهای بورسی در اسیا و اروپا با استعفای نخست وزیر ژاپن ریزش کردند,,,B-NP I-NP O B-NP O B-NP O B-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I
7 درصد بیشتر شده است,,,I-NP I-NP I-NP O O,B I I B I
بدان معنا که بیش از 200 میلیارد دلار مخارج بیشتری در سطح خرد اقتصاد ( 82 میلیارد دلار در بخش کالا و 121 میلیارد دلار در بخش خدمات صورت گرفته است و این مساله می تواند برای به حرکت دراوردن موتور رشد اقتصادی در سه ماهه سوم سال کمک کند,,,O O O B-NP I-NP I-NP I-NP I-NP B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP O O O O B-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O,B I B I I B I I I I I I I I B B I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I B I
mu,,,I-NP,B
معاون کل وزیر بهداشت با اشاره به اینکه برخی بیمارستان ها عاری از بیماران کرونا هستند ابراز داشت بیمارستان های دیگر نیز اصول ایمنی از کرونا رعایت می شود و جای نگرانی وجود ندارد,,,B-NP I-NP I-NP I-NP O B-NP O O B-NP I-NP I-NP O O B-NP I-NP O O O B-NP I-NP I-NP O B-NP I-NP O B-NP O O O O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
وی در ادامه با اشاره به اینکه در بحث ازدواج و طلاق دو مفهوم جمعیت در معرض ازدواج و جمعیت در معرض طلاق داریم گفت بیشترین جمعیت در معرض ازدواج را سال 85 داشتیم که تا سال 95 به 20 میلیون کاهش یافته است,,,B-NP O B-NP O B-NP O O O B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP O B-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I B I B I I I I
اگر فرصتی برای خدمت شهیدان رجایی و باهنر بود قطعا بدون تردید برگ زرین دیگری برای انقلاب ضبط و ثبت می شد,,,O B-NP O B-NP I-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP O B-NP O O O O O,B I I I I I I I I I I I I I I I I I I I I I
به گزارش ایسنا و به نقل از تک اکسپل این اختلافات ممکن است حساسیت به بیماری را در مردان افزایش دهد,,,O B-NP I-NP O O B-NP I-NP I-NP I-NP B-NP I-NP O O B-NP I-NP I-NP O O B-NP O O,B I I I I B B I I I I I I I I I I I I I I
دقایقی نگذشته بود که دو مرد موتورسوار که کلاه کاسکت به سرد به ان ها نزدیک شده و با شلیک یک گلوله وی را هدف قرار دادند,,,B-NP O O O B-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP O O O O B-NP I-NP I-NP B-NP O O O O,B I I I I I I I I I I I I I I I B I I I I I I I I I I
34 درصد کاهش در سطح 11 هزار و 625,,,I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP,B I I I I B I I B
دانشمندان می گویند اگرچه این امیدواری وجود دارد که به واکسنی ایمن و موثر دست یابند اما هیچ تضمینی در این زمینه وجود ندارد,,,B-NP O O O B-NP I-NP O O O O B-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I
ژاپن در زمان نخست وزیری ابه توانست حايز میزبانی بازی های المپیک تابستانی 2020 شود اما این نخست وزیر ژاپن در حالی که هنوز نتوانسته ناظر بر برگزاری این بازی های موکول شده به سال 2021 از بابت همه گیری کرونا باشد از سمتش کنار می رود,,,B-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I
تسای خاطرنشان کرد همچنان نگرانی های قابل توجهی بر سر احتمال تصادفات با توجه به فعالیت نظامی افزایش یافته در منطقه وجود دارد,,,B-NP O O O B-NP I-NP I-NP I-NP O O B-NP I-NP O O O B-NP I-NP O O O B-NP O O,B I I I I I I I I I I I I I I I I I I I I I I
از ان سال که جنایت رخ داد تاکنون 15 سال از ماجرا می گذرد اما هنوز پلیس موفق به شناسایی رد قاتل این وکیل دادگستری نشده است,,,O B-NP I-NP O B-NP O O O B-NP I-NP O B-NP O O O O B-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O O,B B B B I I I I B I I I I I I I I I I I I I I I I I I
رشد سوداوری در گزارش های دوره ای که روی ‎کدال می بینیم لزوما به معنی ارزندگی سهم نیست,,,B-NP I-NP O B-NP I-NP I-NP I-NP O O B-NP O O O O B-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I
مجمع جهانی اقتصاد نیز اجلاس سالانه خود را به دلیل کاهش سرعت شیوع کرونا به تعویق انداخت,,,B-NP I-NP I-NP O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I
دادستان عمومی و انقلاب مرکز استان فارس با اشاره به بازداشت دو نفر از اعضای فعلی شورای شهر صدرا گفت بازداشت این افراد ارتباطی با پرونده قبلی ندارد,,,B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I
یک عضو مجمع نمایندگان استان مازندران با اشاره به شیوع کرونا در استان های شمالی کشور از مردم درخواست کرد که به استان های شمالی سفر نکنند,,,B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP O O O O B-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I
